variant,board,unrouted_main,unrouted_candidate,copper_main,copper_candidate,mask_main,mask_candidate,cpu_main,cpu_candidate,rss_main,rss_candidate,deadline_main,deadline_candidate
reservedfinal,pcbench-CATs-Eurosynth_MFOS_Eight_Stage_Phase_Shifter_-_Main,20,20,0,0,0,0,78.34,88.10000000000001,37.0,37.2,False,False
reservedfinal,pcbench-DC25_DC25,0,0,11,11,29,29,30.59,27.75,19.9,20.0,False,False
reservedfinal,pcbench-EncoderBoard_Enc_Pan_Led,0,0,0,0,39,39,109.18,112.54,32.1,32.1,False,False
reservedfinal,pcbench-FRM16_Relay_Module_I2C_Controller_relay_controller,0,0,0,0,0,0,24.99,25.08,17.4,17.4,False,False
reservedfinal,pcbench-Feather-ICE40-PCB_feather_ice40,26,26,0,0,0,0,94.14,81.03999999999999,35.4,35.3,False,False
reservedfinal,pcbench-Hardware_Playground_rpi_zero,0,0,31,31,0,0,32.36000000000001,43.56,22.6,22.6,False,False
reservedfinal,pcbench-LPC2148_Stick_LPC2148_stick,3,3,3,3,182,182,235.33,239.46,61.2,59.9,False,False
reservedfinal,pcbench-LPC2148_Stick__autosave-LPC2148_stick,3,3,3,3,182,182,225.96,201.87,59.6,59.6,False,False
reservedfinal,pcbench-Mouse_Mouse,4,4,0,0,44,44,38.980000000000004,37.169999999999995,36.1,36.0,False,False
reservedfinal,pcbench-NRC2016_usb_sio,0,0,0,0,166,166,27.53,31.18,27.8,27.8,False,False
reservedfinal,pcbench-Pi1541io_Pi1541io,9,9,12,12,0,0,97.42,75.28,39.8,39.9,False,False
reservedfinal,pcbench-RC6502-Apple-1-Replica_RC6502_Terminal,8,8,0,0,0,0,20.669999999999998,14.31,42.2,42.0,False,False
reservedfinal,pcbench-RoBoC_RoboticsMKII,0,0,3,3,0,0,157.17000000000002,199.42,60.4,61.3,False,False
reservedfinal,pcbench-Solare-BQ24210_Solare-BQ24210,1,0,0,0,14,14,70.51,65.57000000000001,17.3,17.4,False,False
reservedfinal,pcbench-TLPHnodeV2_TLPHnodeV2,0,0,0,0,120,120,53.730000000000004,53.730000000000004,24.8,25.0,False,False
reservedfinal,pcbench-bobc_MS-F100,0,0,0,0,189,189,65.44000000000001,54.14,22.8,22.4,False,False
reservedfinal,pcbench-domotics_base-board-arranged,0,0,3,3,0,0,50.61,31.96,46.3,46.4,False,False
reservedfinal,pcbench-epapercard_epapercard,0,0,0,0,137,137,46.49,46.86,18.2,18.4,False,False
reservedfinal,pcbench-esper_EsperDNS,9,9,0,0,0,0,74.31,65.02,42.9,43.0,False,False
reservedfinal,pcbench-free-of-charge_BMS,0,0,0,0,142,142,160.33,169.16000000000003,63.7,63.6,False,False
reservedfinal,pcbench-freeDSP-CLASSIC-SMD-BALANCED_FreeDSP_BAL,0,0,0,0,0,0,118.51,142.65,92.3,92.6,False,False
reservedfinal,pcbench-gb-hardware_GB-CARTPP-XC,9,9,0,0,0,0,123.87,103.27,40.1,39.9,False,False
reservedfinal,pcbench-hbr-mk2_hbr-mk2-bpfs,7,7,0,0,0,0,97.44999999999999,94.54,52.6,52.5,False,False
reservedfinal,pcbench-hbr-mk2_hbr-mk2-digital,14,14,0,0,0,0,35.79,39.25,40.6,40.8,False,False
reservedfinal,pcbench-karabas-nano_karabas-nano-revC,81,55,1,1,200,199,299.43,299.6,63.3,74.6,True,True
reservedfinal,pcbench-kinetoscope_sram-bank,112,112,0,0,0,0,299.18,299.28,83.2,82.9,True,True
reservedfinal,pcbench-project-hydra-meshtastic-pcb_meshtastic-diy,24,24,5,5,2,2,117.69,98.52,32.1,32.4,False,False
reservedfinal,pcbench-real-time-chess_kfchess,78,71,70,73,0,0,302.33000000000004,301.2,180.2,179.6,True,True
reservedfinal,pcbench-rp2040-dmxsun_baseboard_2slots,0,0,8,8,0,0,28.41,27.6,37.5,37.8,False,False
reservedfinal,pcbench-rp2040-dmxsun_baseboard_4slots,0,0,3,3,4,4,46.24,34.61,54.0,53.7,False,False
reservedfinal,pcbench-srambo_1_srambo_1,1,1,0,0,136,136,169.95000000000002,121.49,41.7,41.5,False,False
reservedfinal,pcbench-zx-sizif-128_sizif128,0,0,0,0,12,12,211.8,156.24,85.6,86.4,False,False
reservedfinal,kicad-issue180-test--test,0,0,0,0,0,0,4.890000000000001,4.98,26.6,26.7,False,False
reservedfinal,kicad-issue283-unconnectedtracesunderpads--natural_tone_preamp,0,0,0,0,0,0,217.88,125.49,49.1,47.3,False,False
reservedfinal,kicad-issue367-ultraflactyl--ultraflactyl,1,1,0,0,0,0,67.49,58.82,51.7,51.5,False,False
reservedfinal,kicad-issue558-dev-board-autoroute-demo--dev-board,0,0,4,4,0,0,11.5,11.51,17.3,17.4,False,False
