variant,board,unrouted_main,unrouted_candidate,copper_main,copper_candidate,mask_main,mask_candidate,cpu_main,cpu_candidate,rss_main,rss_candidate,deadline_main,deadline_candidate
preservelate,pcbench-EncoderBoard_Enc_Pan_Led,0,0,0,0,39,39,109.18,112.91,32.1,32.5,False,False
preservelate,pcbench-FRM16_Relay_Module_I2C_Controller_relay_controller,0,0,0,0,0,0,24.99,23.54,17.4,17.5,False,False
preservelate,pcbench-Feather-ICE40-PCB_feather_ice40,26,26,0,0,0,0,94.14,89.89999999999999,35.4,35.0,False,False
preservelate,pcbench-Hardware_Playground_rpi_zero,0,0,31,31,0,0,32.36000000000001,33.660000000000004,22.6,23.0,False,False
preservelate,pcbench-LPC2148_Stick_LPC2148_stick,3,3,3,3,182,182,235.33,229.77,61.2,59.5,False,False
preservelate,pcbench-LPC2148_Stick__autosave-LPC2148_stick,3,3,3,3,182,182,225.96,194.72,59.6,59.1,False,False
preservelate,pcbench-Mouse_Mouse,4,4,0,0,44,44,38.980000000000004,44.93,36.1,36.4,False,False
preservelate,pcbench-NRC2016_usb_sio,0,0,0,0,166,110,27.53,22.88,27.8,28.1,False,False
preservelate,pcbench-Pi1541io_Pi1541io,9,9,12,10,0,0,97.42,55.79,39.8,39.9,False,False
preservelate,pcbench-RC6502-Apple-1-Replica_RC6502_Terminal,8,8,0,0,0,0,20.669999999999998,14.61,42.2,42.3,False,False
preservelate,pcbench-RoBoC_RoboticsMKII,0,0,3,3,0,0,157.17000000000002,182.3,60.4,60.0,False,False
preservelate,pcbench-Solare-BQ24210_Solare-BQ24210,1,0,0,0,14,14,70.51,2.78,17.3,17.4,False,False
preservelate,pcbench-TLPHnodeV2_TLPHnodeV2,0,0,0,0,120,120,53.730000000000004,47.09,24.8,25.0,False,False
preservelate,pcbench-bobc_MS-F100,0,0,0,0,189,189,65.44000000000001,65.64,22.8,23.1,False,False
preservelate,pcbench-domotics_base-board-arranged,0,0,3,3,0,0,50.61,38.66,46.3,46.7,False,False
preservelate,pcbench-epapercard_epapercard,0,0,0,0,137,137,46.49,42.470000000000006,18.2,18.4,False,False
preservelate,pcbench-esper_EsperDNS,9,9,0,0,0,0,74.31,80.94000000000001,42.9,43.3,False,False
preservelate,pcbench-free-of-charge_BMS,0,2,0,0,142,143,160.33,140.25,63.7,64.0,False,False
preservelate,pcbench-freeDSP-CLASSIC-SMD-BALANCED_FreeDSP_BAL,0,0,0,0,0,0,118.51,148.62,92.3,92.5,False,False
preservelate,pcbench-gb-hardware_GB-CARTPP-XC,9,8,0,0,0,0,123.87,76.58,40.1,39.6,False,False
preservelate,pcbench-hbr-mk2_hbr-mk2-bpfs,7,7,0,0,0,0,97.44999999999999,123.67,52.6,52.6,False,False
preservelate,pcbench-hbr-mk2_hbr-mk2-digital,14,14,0,0,0,0,35.79,40.08,40.6,40.8,False,False
preservelate,pcbench-karabas-nano_karabas-nano-revC,81,57,1,1,200,199,299.43,299.5,63.3,74.3,True,True
