variant,board,unrouted_main,unrouted_candidate,copper_main,copper_candidate,mask_main,mask_candidate,cpu_main,cpu_candidate,rss_main,rss_candidate,deadline_main,deadline_candidate
late,pcbench-CATs-Eurosynth_MFOS_Eight_Stage_Phase_Shifter_-_Main,20,20,0,0,0,0,78.34,92.5,37.0,37.2,False,False
late,pcbench-DC25_DC25,0,0,11,11,29,29,30.59,28.9,19.9,19.9,False,False
late,pcbench-EncoderBoard_Enc_Pan_Led,0,0,0,0,39,39,109.18,126.92,32.1,32.1,False,False
late,pcbench-FRM16_Relay_Module_I2C_Controller_relay_controller,0,0,0,0,0,0,24.99,24.37,17.4,17.4,False,False
late,pcbench-Feather-ICE40-PCB_feather_ice40,26,26,0,0,0,0,94.14,95.91,35.4,35.1,False,False
late,pcbench-Hardware_Playground_rpi_zero,0,0,31,31,0,0,32.36000000000001,47.43,22.6,22.7,False,False
late,pcbench-LPC2148_Stick_LPC2148_stick,3,3,3,3,182,182,235.33,251.04,61.2,58.9,False,False
late,pcbench-LPC2148_Stick__autosave-LPC2148_stick,3,3,3,3,182,182,225.96,229.87,59.6,59.1,False,False
late,pcbench-Mouse_Mouse,4,4,0,0,44,44,38.980000000000004,38.39,36.1,36.0,False,False
late,pcbench-NRC2016_usb_sio,0,0,0,0,166,166,27.53,22.84,27.8,27.7,False,False
late,pcbench-Pi1541io_Pi1541io,9,10,12,6,0,0,97.42,58.43,39.8,39.8,False,False
late,pcbench-RC6502-Apple-1-Replica_RC6502_Terminal,8,8,0,0,0,0,20.669999999999998,20.8,42.2,41.9,False,False
late,pcbench-RoBoC_RoboticsMKII,0,0,3,3,0,0,157.17000000000002,155.5,60.4,62.0,False,False
late,pcbench-Solare-BQ24210_Solare-BQ24210,1,0,0,0,14,14,70.51,2.86,17.3,17.4,False,False
late,pcbench-TLPHnodeV2_TLPHnodeV2,0,0,0,0,120,120,53.730000000000004,35.730000000000004,24.8,24.6,False,False
late,pcbench-bobc_MS-F100,0,0,0,0,189,189,65.44000000000001,62.53,22.8,23.0,False,False
late,pcbench-domotics_base-board-arranged,0,0,3,3,0,0,50.61,31.779999999999998,46.3,46.3,False,False
late,pcbench-epapercard_epapercard,0,0,0,0,137,137,46.49,44.33,18.2,18.4,False,False
late,pcbench-esper_EsperDNS,9,9,0,0,0,0,74.31,59.36,42.9,43.0,False,False
late,pcbench-free-of-charge_BMS,0,4,0,0,142,143,160.33,135.0,63.7,63.8,False,False
late,pcbench-freeDSP-CLASSIC-SMD-BALANCED_FreeDSP_BAL,0,0,0,0,0,0,118.51,121.83,92.3,92.7,False,False
late,pcbench-gb-hardware_GB-CARTPP-XC,9,9,0,0,0,0,123.87,117.34,40.1,39.8,False,False
late,pcbench-hbr-mk2_hbr-mk2-bpfs,7,7,0,0,0,0,97.44999999999999,103.97,52.6,52.4,False,False
late,pcbench-hbr-mk2_hbr-mk2-digital,14,14,0,0,0,0,35.79,30.38,40.6,40.7,False,False
late,pcbench-karabas-nano_karabas-nano-revC,81,80,1,1,200,200,299.43,299.94,63.3,63.9,True,True
late,pcbench-kinetoscope_sram-bank,112,112,0,0,0,0,299.18,299.32,83.2,83.3,True,True
late,pcbench-project-hydra-meshtastic-pcb_meshtastic-diy,24,24,5,5,2,2,117.69,147.17000000000002,32.1,32.1,False,False
late,pcbench-real-time-chess_kfchess,78,88,70,74,0,0,302.33000000000004,302.18,180.2,180.2,True,True
late,pcbench-rp2040-dmxsun_baseboard_2slots,0,0,8,8,0,0,28.41,27.9,37.5,37.5,False,False
late,pcbench-rp2040-dmxsun_baseboard_4slots,0,0,3,3,4,4,46.24,43.52,54.0,53.6,False,False
late,pcbench-srambo_1_srambo_1,1,1,0,0,136,136,169.95000000000002,145.18,41.7,41.2,False,False
late,pcbench-zx-sizif-128_sizif128,0,0,0,0,12,12,211.8,236.70999999999998,85.6,86.5,False,False
late,kicad-issue180-test--test,0,0,0,0,0,0,4.890000000000001,4.87,26.6,26.6,False,False
